,account,number,cost,date,rowname,ind_row,report
485,Remedy Place,0-9,0,9/30/2023,Brick House - Furniture #2,29,Total CF
486,Remedy Place,0-10,0,10/31/2023,Brick House - Furniture #2,29,Total CF
487,Remedy Place,0-11,0,11/30/2023,Brick House - Furniture #2,29,Total CF
488,Remedy Place,0-12,0,12/31/2023,Brick House - Furniture #2,29,Total CF
489,Remedy Place,0-13,0,1/31/2024,Brick House - Furniture #2,29,Total CF
490,Remedy Place,0-14,0,2/29/2024,Brick House - Furniture #2,29,Total CF
491,Remedy Place,0-15,0,3/31/2024,Brick House - Furniture #2,29,Total CF
494,Remedy Place,0-1,0,1/31/2023,California Department of Tax and Fee Administration Payable,30,Total CF
495,Remedy Place,0-2,0,2/28/2023,California Department of Tax and Fee Administration Payable,30,Total CF
496,Remedy Place,0-3,-2270.16,3/31/2023,California Department of Tax and Fee Administration Payable,30,Total CF
497,Remedy Place,0-4,0,4/30/2023,California Department of Tax and Fee Administration Payable,30,Total CF
498,Remedy Place,0-5,0,5/31/2023,California Department of Tax and Fee Administration Payable,30,Total CF
499,Remedy Place,0-6,0,6/30/2023,California Department of Tax and Fee Administration Payable,30,Total CF
500,Remedy Place,0-7,0,7/31/2023,California Department of Tax and Fee Administration Payable,30,Total CF
501,Remedy Place,0-8,0,8/31/2023,California Department of Tax and Fee Administration Payable,30,Total CF
502,Remedy Place,0-9,0,9/30/2023,California Department of Tax and Fee Administration Payable,30,Total CF
503,Remedy Place,0-10,0,10/31/2023,California Department of Tax and Fee Administration Payable,30,Total CF
504,Remedy Place,0-11,0,11/30/2023,California Department of Tax and Fee Administration Payable,30,Total CF
505,Remedy Place,0-12,0,12/31/2023,California Department of Tax and Fee Administration Payable,30,Total CF
506,Remedy Place,0-13,0,1/31/2024,California Department of Tax and Fee Administration Payable,30,Total CF
507,Remedy Place,0-14,0,2/29/2024,California Department of Tax and Fee Administration Payable,30,Total CF
508,Remedy Place,0-15,0,3/31/2024,California Department of Tax and Fee Administration Payable,30,Total CF
511,Remedy Place,0-1,0,1/31/2023,Deferred Revenue,31,Total CF
512,Remedy Place,0-2,0,2/28/2023,Deferred Revenue,31,Total CF
513,Remedy Place,0-3,0,3/31/2023,Deferred Revenue,31,Total CF
514,Remedy Place,0-4,0,4/30/2023,Deferred Revenue,31,Total CF
515,Remedy Place,0-5,20600,5/31/2023,Deferred Revenue,31,Total CF
516,Remedy Place,0-6,-600,6/30/2023,Deferred Revenue,31,Total CF
517,Remedy Place,0-7,20000,7/31/2023,Deferred Revenue,31,Total CF
518,Remedy Place,0-8,-13735,8/31/2023,Deferred Revenue,31,Total CF
519,Remedy Place,0-9,-26265,9/30/2023,Deferred Revenue,31,Total CF
520,Remedy Place,0-10,4000,10/31/2023,Deferred Revenue,31,Total CF
521,Remedy Place,0-11,-4000,11/30/2023,Deferred Revenue,31,Total CF
522,Remedy Place,0-12,81500,12/31/2023,Deferred Revenue,31,Total CF
523,Remedy Place,0-13,19255,1/31/2024,Deferred Revenue,31,Total CF
524,Remedy Place,0-14,32180,2/29/2024,Deferred Revenue,31,Total CF
525,Remedy Place,0-15,22233,3/31/2024,Deferred Revenue,31,Total CF
528,Remedy Place,0-1,0,1/31/2023,Other Current Liabilities,32,Total CF
529,Remedy Place,0-2,0,2/28/2023,Other Current Liabilities,32,Total CF
530,Remedy Place,0-3,8000,3/31/2023,Other Current Liabilities,32,Total CF
531,Remedy Place,0-4,-8000,4/30/2023,Other Current Liabilities,32,Total CF
532,Remedy Place,0-5,0,5/31/2023,Other Current Liabilities,32,Total CF
533,Remedy Place,0-6,0,6/30/2023,Other Current Liabilities,32,Total CF
534,Remedy Place,0-7,0,7/31/2023,Other Current Liabilities,32,Total CF
535,Remedy Place,0-8,0,8/31/2023,Other Current Liabilities,32,Total CF
536,Remedy Place,0-9,0,9/30/2023,Other Current Liabilities,32,Total CF
537,Remedy Place,0-10,0,10/31/2023,Other Current Liabilities,32,Total CF
538,Remedy Place,0-11,0,11/30/2023,Other Current Liabilities,32,Total CF
539,Remedy Place,0-12,0,12/31/2023,Other Current Liabilities,32,Total CF
540,Remedy Place,0-13,0,1/31/2024,Other Current Liabilities,32,Total CF
541,Remedy Place,0-14,0,2/29/2024,Other Current Liabilities,32,Total CF
542,Remedy Place,0-15,0,3/31/2024,Other Current Liabilities,32,Total CF
545,Remedy Place,0-1,0,1/31/2023,Payroll Liabilities,33,Total CF
546,Remedy Place,0-2,0,2/28/2023,Payroll Liabilities,33,Total CF
547,Remedy Place,0-3,0,3/31/2023,Payroll Liabilities,33,Total CF
548,Remedy Place,0-4,0,4/30/2023,Payroll Liabilities,33,Total CF
549,Remedy Place,0-5,0,5/31/2023,Payroll Liabilities,33,Total CF
550,Remedy Place,0-6,0,6/30/2023,Payroll Liabilities,33,Total CF
551,Remedy Place,0-7,0,7/31/2023,Payroll Liabilities,33,Total CF
552,Remedy Place,0-8,0,8/31/2023,Payroll Liabilities,33,Total CF
553,Remedy Place,0-9,0,9/30/2023,Payroll Liabilities,33,Total CF
554,Remedy Place,0-10,0,10/31/2023,Payroll Liabilities,33,Total CF
555,Remedy Place,0-11,0,11/30/2023,Payroll Liabilities,33,Total CF
556,Remedy Place,0-12,7115.08,12/31/2023,Payroll Liabilities,33,Total CF
557,Remedy Place,0-13,-7115.08,1/31/2024,Payroll Liabilities,33,Total CF
558,Remedy Place,0-14,0,2/29/2024,Payroll Liabilities,33,Total CF
559,Remedy Place,0-15,0,3/31/2024,Payroll Liabilities,33,Total CF
562,Remedy Place,0-1,0,1/31/2023,Payroll Liabilities:401k Liabilities,34,Total CF
563,Remedy Place,0-2,0,2/28/2023,Payroll Liabilities:401k Liabilities,34,Total CF
564,Remedy Place,0-3,0,3/31/2023,Payroll Liabilities:401k Liabilities,34,Total CF
565,Remedy Place,0-4,0,4/30/2023,Payroll Liabilities:401k Liabilities,34,Total CF
566,Remedy Place,0-5,0,5/31/2023,Payroll Liabilities:401k Liabilities,34,Total CF
567,Remedy Place,0-6,0,6/30/2023,Payroll Liabilities:401k Liabilities,34,Total CF
568,Remedy Place,0-7,0,7/31/2023,Payroll Liabilities:401k Liabilities,34,Total CF
569,Remedy Place,0-8,0,8/31/2023,Payroll Liabilities:401k Liabilities,34,Total CF
570,Remedy Place,0-9,0,9/30/2023,Payroll Liabilities:401k Liabilities,34,Total CF
571,Remedy Place,0-10,0,10/31/2023,Payroll Liabilities:401k Liabilities,34,Total CF
572,Remedy Place,0-11,0,11/30/2023,Payroll Liabilities:401k Liabilities,34,Total CF
573,Remedy Place,0-12,0,12/31/2023,Payroll Liabilities:401k Liabilities,34,Total CF
574,Remedy Place,0-13,3152.24,1/31/2024,Payroll Liabilities:401k Liabilities,34,Total CF
575,Remedy Place,0-14,0,2/29/2024,Payroll Liabilities:401k Liabilities,34,Total CF
576,Remedy Place,0-15,10226.23,3/31/2024,Payroll Liabilities:401k Liabilities,34,Total CF
579,Remedy Place,0-1,0,1/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
580,Remedy Place,0-2,0,2/28/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
581,Remedy Place,0-3,0,3/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
582,Remedy Place,0-4,0,4/30/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
583,Remedy Place,0-5,0,5/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
584,Remedy Place,0-6,0,6/30/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
585,Remedy Place,0-7,0,7/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
586,Remedy Place,0-8,0,8/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
587,Remedy Place,0-9,0,9/30/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
588,Remedy Place,0-10,0,10/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
589,Remedy Place,0-11,0,11/30/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
590,Remedy Place,0-12,0,12/31/2023,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
591,Remedy Place,0-13,518.65,1/31/2024,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
592,Remedy Place,0-14,0,2/29/2024,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
593,Remedy Place,0-15,668.05,3/31/2024,Payroll Liabilities:Garnishment & Taxes Liabilities,35,Total CF
596,Remedy Place,0-1,0,1/31/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
597,Remedy Place,0-2,0,2/28/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
598,Remedy Place,0-3,0,3/31/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
599,Remedy Place,0-4,0,4/30/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
600,Remedy Place,0-5,0,5/31/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
601,Remedy Place,0-6,0,6/30/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
602,Remedy Place,0-7,0,7/31/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
603,Remedy Place,0-8,0,8/31/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
604,Remedy Place,0-9,0,9/30/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
605,Remedy Place,0-10,0,10/31/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
606,Remedy Place,0-11,0,11/30/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
607,Remedy Place,0-12,0,12/31/2023,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
608,Remedy Place,0-13,14269.23,1/31/2024,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
609,Remedy Place,0-14,0,2/29/2024,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
610,Remedy Place,0-15,-8083,3/31/2024,Payroll Liabilities:Medical Benefits Liabilities,36,Total CF
613,Remedy Place,0-1,-1787.13,1/31/2023,Stearns - Furniture #1,37,Total CF
614,Remedy Place,0-2,-5307.96,2/28/2023,Stearns - Furniture #1,37,Total CF
615,Remedy Place,0-3,0,3/31/2023,Stearns - Furniture #1,37,Total CF
616,Remedy Place,0-4,0,4/30/2023,Stearns - Furniture #1,37,Total CF
617,Remedy Place,0-5,0,5/31/2023,Stearns - Furniture #1,37,Total CF
618,Remedy Place,0-6,0,6/30/2023,Stearns - Furniture #1,37,Total CF
619,Remedy Place,0-7,0,7/31/2023,Stearns - Furniture #1,37,Total CF
620,Remedy Place,0-8,0,8/31/2023,Stearns - Furniture #1,37,Total CF
621,Remedy Place,0-9,0,9/30/2023,Stearns - Furniture #1,37,Total CF
622,Remedy Place,0-10,0,10/31/2023,Stearns - Furniture #1,37,Total CF
623,Remedy Place,0-11,0,11/30/2023,Stearns - Furniture #1,37,Total CF
624,Remedy Place,0-12,0,12/31/2023,Stearns - Furniture #1,37,Total CF
625,Remedy Place,0-13,0,1/31/2024,Stearns - Furniture #1,37,Total CF
626,Remedy Place,0-14,0,2/29/2024,Stearns - Furniture #1,37,Total CF
627,Remedy Place,0-15,0,3/31/2024,Stearns - Furniture #1,37,Total CF
630,Remedy Place,0-1,112286.31,1/31/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
631,Remedy Place,0-2,9361.15,2/28/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
632,Remedy Place,0-3,-85411.93,3/31/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
633,Remedy Place,0-4,70060.97,4/30/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
634,Remedy Place,0-5,93553.13,5/31/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
635,Remedy Place,0-6,-94491.94,6/30/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
636,Remedy Place,0-7,76987.27,7/31/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
637,Remedy Place,0-8,-37621.87,8/31/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
638,Remedy Place,0-9,-7474.33,9/30/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
639,Remedy Place,0-10,-4146632.65,10/31/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
640,Remedy Place,0-11,-88095.25,11/30/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
641,Remedy Place,0-12,483743.75,12/31/2023,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
642,Remedy Place,0-13,-635852.15,1/31/2024,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
643,Remedy Place,0-14,99825.24,2/29/2024,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
644,Remedy Place,0-15,-111424.23,3/31/2024,Total Adjustments to reconcile Net Income to Net Cash provided by operations:,38,Total CF
647,Remedy Place,0-1,-238278.81,1/31/2023,Net cash provided by operating activities,39,Total CF
648,Remedy Place,0-2,-175985.02,2/28/2023,Net cash provided by operating activities,39,Total CF
649,Remedy Place,0-3,-688063.96,3/31/2023,Net cash provided by operating activities,39,Total CF
650,Remedy Place,0-4,-233520.04,4/30/2023,Net cash provided by operating activities,39,Total CF
651,Remedy Place,0-5,-220573.46,5/31/2023,Net cash provided by operating activities,39,Total CF
652,Remedy Place,0-6,-507364.84,6/30/2023,Net cash provided by operating activities,39,Total CF
653,Remedy Place,0-7,-406401.15,7/31/2023,Net cash provided by operating activities,39,Total CF
654,Remedy Place,0-8,-386664.46,8/31/2023,Net cash provided by operating activities,39,Total CF
655,Remedy Place,0-9,-543274.84,9/30/2023,Net cash provided by operating activities,39,Total CF
656,Remedy Place,0-10,-4609033.64,10/31/2023,Net cash provided by operating activities,39,Total CF
657,Remedy Place,0-11,-450659.77,11/30/2023,Net cash provided by operating activities,39,Total CF
658,Remedy Place,0-12,-446269.96,12/31/2023,Net cash provided by operating activities,39,Total CF
659,Remedy Place,0-13,-926893.35,1/31/2024,Net cash provided by operating activities,39,Total CF
660,Remedy Place,0-14,-274759.37,2/29/2024,Net cash provided by operating activities,39,Total CF
661,Remedy Place,0-15,-568007.44,3/31/2024,Net cash provided by operating activities,39,Total CF
664,Remedy Place,0-1,,1/31/2023,INVESTING ACTIVITIES,40,Total CF
665,Remedy Place,0-2,,2/28/2023,INVESTING ACTIVITIES,40,Total CF
666,Remedy Place,0-3,,3/31/2023,INVESTING ACTIVITIES,40,Total CF
667,Remedy Place,0-4,,4/30/2023,INVESTING ACTIVITIES,40,Total CF
668,Remedy Place,0-5,,5/31/2023,INVESTING ACTIVITIES,40,Total CF
669,Remedy Place,0-6,,6/30/2023,INVESTING ACTIVITIES,40,Total CF
670,Remedy Place,0-7,,7/31/2023,INVESTING ACTIVITIES,40,Total CF
671,Remedy Place,0-8,,8/31/2023,INVESTING ACTIVITIES,40,Total CF
672,Remedy Place,0-9,,9/30/2023,INVESTING ACTIVITIES,40,Total CF
673,Remedy Place,0-10,,10/31/2023,INVESTING ACTIVITIES,40,Total CF
674,Remedy Place,0-11,,11/30/2023,INVESTING ACTIVITIES,40,Total CF
675,Remedy Place,0-12,,12/31/2023,INVESTING ACTIVITIES,40,Total CF
676,Remedy Place,0-13,,1/31/2024,INVESTING ACTIVITIES,40,Total CF
677,Remedy Place,0-14,,2/29/2024,INVESTING ACTIVITIES,40,Total CF
678,Remedy Place,0-15,,3/31/2024,INVESTING ACTIVITIES,40,Total CF
681,Remedy Place,0-1,0,1/31/2023,Goldman - HYS,41,Total CF
682,Remedy Place,0-2,0,2/28/2023,Goldman - HYS,41,Total CF
683,Remedy Place,0-3,0,3/31/2023,Goldman - HYS,41,Total CF
684,Remedy Place,0-4,0,4/30/2023,Goldman - HYS,41,Total CF
685,Remedy Place,0-5,0,5/31/2023,Goldman - HYS,41,Total CF
686,Remedy Place,0-6,0,6/30/2023,Goldman - HYS,41,Total CF
687,Remedy Place,0-7,-11007009.59,7/31/2023,Goldman - HYS,41,Total CF
688,Remedy Place,0-8,-40198.14,8/31/2023,Goldman - HYS,41,Total CF
689,Remedy Place,0-9,-39018.9,9/30/2023,Goldman - HYS,41,Total CF
690,Remedy Place,0-10,4180803.05,10/31/2023,Goldman - HYS,41,Total CF
691,Remedy Place,0-11,-24373.91,11/30/2023,Goldman - HYS,41,Total CF
692,Remedy Place,0-12,-25307.74,12/31/2023,Goldman - HYS,41,Total CF
693,Remedy Place,0-13,474953.36,1/31/2024,Goldman - HYS,41,Total CF
694,Remedy Place,0-14,629233.86,2/29/2024,Goldman - HYS,41,Total CF
695,Remedy Place,0-15,705444.06,3/31/2024,Goldman - HYS,41,Total CF
698,Remedy Place,0-1,-5895.07,1/31/2023,Building Improvements - NYC,42,Total CF
699,Remedy Place,0-2,0,2/28/2023,Building Improvements - NYC,42,Total CF
700,Remedy Place,0-3,0,3/31/2023,Building Improvements - NYC,42,Total CF
701,Remedy Place,0-4,-54029.37,4/30/2023,Building Improvements - NYC,42,Total CF
702,Remedy Place,0-5,-100000,5/31/2023,Building Improvements - NYC,42,Total CF
703,Remedy Place,0-6,-566087.19,6/30/2023,Building Improvements - NYC,42,Total CF
704,Remedy Place,0-7,-156750,7/31/2023,Building Improvements - NYC,42,Total CF
705,Remedy Place,0-8,-225000,8/31/2023,Building Improvements - NYC,42,Total CF
706,Remedy Place,0-9,-318680.07,9/30/2023,Building Improvements - NYC,42,Total CF
707,Remedy Place,0-10,-346079.89,10/31/2023,Building Improvements - NYC,42,Total CF
708,Remedy Place,0-11,-135887.72,11/30/2023,Building Improvements - NYC,42,Total CF
709,Remedy Place,0-12,-185604,12/31/2023,Building Improvements - NYC,42,Total CF
710,Remedy Place,0-13,-13651.67,1/31/2024,Building Improvements - NYC,42,Total CF
711,Remedy Place,0-14,21799.53,2/29/2024,Building Improvements - NYC,42,Total CF
712,Remedy Place,0-15,-131435.16,3/31/2024,Building Improvements - NYC,42,Total CF
715,Remedy Place,0-1,-19405.22,1/31/2023,Building Improvements - NYC:Original cost,43,Total CF
716,Remedy Place,0-2,-12738.96,2/28/2023,Building Improvements - NYC:Original cost,43,Total CF
717,Remedy Place,0-3,-7254,3/31/2023,Building Improvements - NYC:Original cost,43,Total CF
718,Remedy Place,0-4,-30132.16,4/30/2023,Building Improvements - NYC:Original cost,43,Total CF
719,Remedy Place,0-5,0,5/31/2023,Building Improvements - NYC:Original cost,43,Total CF
720,Remedy Place,0-6,-7987.5,6/30/2023,Building Improvements - NYC:Original cost,43,Total CF
721,Remedy Place,0-7,0,7/31/2023,Building Improvements - NYC:Original cost,43,Total CF
722,Remedy Place,0-8,-50777.02,8/31/2023,Building Improvements - NYC:Original cost,43,Total CF
723,Remedy Place,0-9,-8424.33,9/30/2023,Building Improvements - NYC:Original cost,43,Total CF
724,Remedy Place,0-10,0,10/31/2023,Building Improvements - NYC:Original cost,43,Total CF
725,Remedy Place,0-11,0,11/30/2023,Building Improvements - NYC:Original cost,43,Total CF
726,Remedy Place,0-12,0,12/31/2023,Building Improvements - NYC:Original cost,43,Total CF
727,Remedy Place,0-13,0,1/31/2024,Building Improvements - NYC:Original cost,43,Total CF
728,Remedy Place,0-14,0,2/29/2024,Building Improvements - NYC:Original cost,43,Total CF
729,Remedy Place,0-15,0,3/31/2024,Building Improvements - NYC:Original cost,43,Total CF
732,Remedy Place,0-1,-165,1/31/2023,Equipment - NYC,44,Total CF
733,Remedy Place,0-2,0,2/28/2023,Equipment - NYC,44,Total CF
734,Remedy Place,0-3,0,3/31/2023,Equipment - NYC,44,Total CF
735,Remedy Place,0-4,0,4/30/2023,Equipment - NYC,44,Total CF
736,Remedy Place,0-5,0,5/31/2023,Equipment - NYC,44,Total CF
737,Remedy Place,0-6,0,6/30/2023,Equipment - NYC,44,Total CF
738,Remedy Place,0-7,0,7/31/2023,Equipment - NYC,44,Total CF
739,Remedy Place,0-8,-28480,8/31/2023,Equipment - NYC,44,Total CF
740,Remedy Place,0-9,-120456.63,9/30/2023,Equipment - NYC,44,Total CF
741,Remedy Place,0-10,-92772.65,10/31/2023,Equipment - NYC,44,Total CF
742,Remedy Place,0-11,-17911.45,11/30/2023,Equipment - NYC,44,Total CF
743,Remedy Place,0-12,-38000,12/31/2023,Equipment - NYC,44,Total CF
744,Remedy Place,0-13,0,1/31/2024,Equipment - NYC,44,Total CF
745,Remedy Place,0-14,-126858.37,2/29/2024,Equipment - NYC,44,Total CF
746,Remedy Place,0-15,0,3/31/2024,Equipment - NYC,44,Total CF
749,Remedy Place,0-1,0,1/31/2023,Furniture - NYC,45,Total CF
750,Remedy Place,0-2,0,2/28/2023,Furniture - NYC,45,Total CF
751,Remedy Place,0-3,0,3/31/2023,Furniture - NYC,45,Total CF
752,Remedy Place,0-4,0,4/30/2023,Furniture - NYC,45,Total CF
753,Remedy Place,0-5,0,5/31/2023,Furniture - NYC,45,Total CF
754,Remedy Place,0-6,0,6/30/2023,Furniture - NYC,45,Total CF
755,Remedy Place,0-7,0,7/31/2023,Furniture - NYC,45,Total CF
756,Remedy Place,0-8,0,8/31/2023,Furniture - NYC,45,Total CF
757,Remedy Place,0-9,0,9/30/2023,Furniture - NYC,45,Total CF
758,Remedy Place,0-10,0,10/31/2023,Furniture - NYC,45,Total CF
759,Remedy Place,0-11,0,11/30/2023,Furniture - NYC,45,Total CF
760,Remedy Place,0-12,-4738.2,12/31/2023,Furniture - NYC,45,Total CF
761,Remedy Place,0-13,-2589.69,1/31/2024,Furniture - NYC,45,Total CF
762,Remedy Place,0-14,-1000,2/29/2024,Furniture - NYC,45,Total CF
763,Remedy Place,0-15,0,3/31/2024,Furniture - NYC,45,Total CF
766,Remedy Place,0-1,0,1/31/2023,Furniture - Office,46,Total CF
767,Remedy Place,0-2,0,2/28/2023,Furniture - Office,46,Total CF
768,Remedy Place,0-3,0,3/31/2023,Furniture - Office,46,Total CF
769,Remedy Place,0-4,0,4/30/2023,Furniture - Office,46,Total CF
770,Remedy Place,0-5,0,5/31/2023,Furniture - Office,46,Total CF
771,Remedy Place,0-6,0,6/30/2023,Furniture - Office,46,Total CF
772,Remedy Place,0-7,0,7/31/2023,Furniture - Office,46,Total CF
773,Remedy Place,0-8,0,8/31/2023,Furniture - Office,46,Total CF
774,Remedy Place,0-9,-10268.75,9/30/2023,Furniture - Office,46,Total CF
775,Remedy Place,0-10,0,10/31/2023,Furniture - Office,46,Total CF
776,Remedy Place,0-11,0,11/30/2023,Furniture - Office,46,Total CF
777,Remedy Place,0-12,0,12/31/2023,Furniture - Office,46,Total CF
778,Remedy Place,0-13,0,1/31/2024,Furniture - Office,46,Total CF
779,Remedy Place,0-14,0,2/29/2024,Furniture - Office,46,Total CF
780,Remedy Place,0-15,0,3/31/2024,Furniture - Office,46,Total CF
783,Remedy Place,0-1,-3900,1/31/2023,Machinery & Equipment,47,Total CF
784,Remedy Place,0-2,0,2/28/2023,Machinery & Equipment,47,Total CF
785,Remedy Place,0-3,0,3/31/2023,Machinery & Equipment,47,Total CF
786,Remedy Place,0-4,0,4/30/2023,Machinery & Equipment,47,Total CF
787,Remedy Place,0-5,0,5/31/2023,Machinery & Equipment,47,Total CF
788,Remedy Place,0-6,0,6/30/2023,Machinery & Equipment,47,Total CF
789,Remedy Place,0-7,0,7/31/2023,Machinery & Equipment,47,Total CF
790,Remedy Place,0-8,-19677,8/31/2023,Machinery & Equipment,47,Total CF
791,Remedy Place,0-9,0,9/30/2023,Machinery & Equipment,47,Total CF
792,Remedy Place,0-10,0,10/31/2023,Machinery & Equipment,47,Total CF
793,Remedy Place,0-11,0,11/30/2023,Machinery & Equipment,47,Total CF
794,Remedy Place,0-12,0,12/31/2023,Machinery & Equipment,47,Total CF
795,Remedy Place,0-13,29980,1/31/2024,Machinery & Equipment,47,Total CF
796,Remedy Place,0-14,-304041.85,2/29/2024,Machinery & Equipment,47,Total CF
797,Remedy Place,0-15,-4000,3/31/2024,Machinery & Equipment,47,Total CF
800,Remedy Place,0-1,0,1/31/2023,Receivable - Malkin MD,48,Total CF
801,Remedy Place,0-2,-25000,2/28/2023,Receivable - Malkin MD,48,Total CF
802,Remedy Place,0-3,-25000,3/31/2023,Receivable - Malkin MD,48,Total CF
803,Remedy Place,0-4,-36000,4/30/2023,Receivable - Malkin MD,48,Total CF
804,Remedy Place,0-5,-30000,5/31/2023,Receivable - Malkin MD,48,Total CF
805,Remedy Place,0-6,-24000,6/30/2023,Receivable - Malkin MD,48,Total CF
806,Remedy Place,0-7,-22000,7/31/2023,Receivable - Malkin MD,48,Total CF
807,Remedy Place,0-8,-32500,8/31/2023,Receivable - Malkin MD,48,Total CF
808,Remedy Place,0-9,-13000,9/30/2023,Receivable - Malkin MD,48,Total CF
809,Remedy Place,0-10,-16000,10/31/2023,Receivable - Malkin MD,48,Total CF
810,Remedy Place,0-11,20000,11/30/2023,Receivable - Malkin MD,48,Total CF
811,Remedy Place,0-12,0,12/31/2023,Receivable - Malkin MD,48,Total CF
812,Remedy Place,0-13,0,1/31/2024,Receivable - Malkin MD,48,Total CF
813,Remedy Place,0-14,0,2/29/2024,Receivable - Malkin MD,48,Total CF
814,Remedy Place,0-15,0,3/31/2024,Receivable - Malkin MD,48,Total CF
817,Remedy Place,0-1,-10000,1/31/2023,Receivable - RP Physicians,49,Total CF
818,Remedy Place,0-2,0,2/28/2023,Receivable - RP Physicians,49,Total CF
819,Remedy Place,0-3,-10000,3/31/2023,Receivable - RP Physicians,49,Total CF
820,Remedy Place,0-4,-10000,4/30/2023,Receivable - RP Physicians,49,Total CF
821,Remedy Place,0-5,0,5/31/2023,Receivable - RP Physicians,49,Total CF
822,Remedy Place,0-6,0,6/30/2023,Receivable - RP Physicians,49,Total CF
823,Remedy Place,0-7,0,7/31/2023,Receivable - RP Physicians,49,Total CF
824,Remedy Place,0-8,0,8/31/2023,Receivable - RP Physicians,49,Total CF
825,Remedy Place,0-9,0,9/30/2023,Receivable - RP Physicians,49,Total CF
826,Remedy Place,0-10,30000,10/31/2023,Receivable - RP Physicians,49,Total CF
827,Remedy Place,0-11,0,11/30/2023,Receivable - RP Physicians,49,Total CF
828,Remedy Place,0-12,0,12/31/2023,Receivable - RP Physicians,49,Total CF
829,Remedy Place,0-13,0,1/31/2024,Receivable - RP Physicians,49,Total CF
830,Remedy Place,0-14,0,2/29/2024,Receivable - RP Physicians,49,Total CF
831,Remedy Place,0-15,0,3/31/2024,Receivable - RP Physicians,49,Total CF
834,Remedy Place,0-1,0,1/31/2023,Security Deposit - Cryo,50,Total CF
835,Remedy Place,0-2,0,2/28/2023,Security Deposit - Cryo,50,Total CF
836,Remedy Place,0-3,0,3/31/2023,Security Deposit - Cryo,50,Total CF
837,Remedy Place,0-4,0,4/30/2023,Security Deposit - Cryo,50,Total CF
838,Remedy Place,0-5,0,5/31/2023,Security Deposit - Cryo,50,Total CF
839,Remedy Place,0-6,0,6/30/2023,Security Deposit - Cryo,50,Total CF
840,Remedy Place,0-7,0,7/31/2023,Security Deposit - Cryo,50,Total CF
841,Remedy Place,0-8,0,8/31/2023,Security Deposit - Cryo,50,Total CF
842,Remedy Place,0-9,0,9/30/2023,Security Deposit - Cryo,50,Total CF
843,Remedy Place,0-10,0,10/31/2023,Security Deposit - Cryo,50,Total CF
844,Remedy Place,0-11,0,11/30/2023,Security Deposit - Cryo,50,Total CF
845,Remedy Place,0-12,5497.43,12/31/2023,Security Deposit - Cryo,50,Total CF
